Zirport ID,Name ,City ,Country ,IATA,ICAO,Latitude,longitude ,Altidude,Time Zone,DST,Database time zone,Type of Airport,Source
1500,Crotone Airport,Crotone,Italy,CRV,LIBC,39.00,17.08,522,1,E,Europe/Rome,airport,OurAirports
1501,Bari Karol Wojtyâa Airport,Bari,Italy,BRI,LIBD,41.14,16.76,177,1,E,Europe/Rome,airport,OurAirports
1502,"Foggia ""Gino Lisa"" Airport",Foggia,Italy,FOG,LIBF,41.43,15.54,265,1,E,Europe/Rome,airport,OurAirports
1503,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Grottaglie,Italy,TAR,LIBG,40.52,17.40,215,1,E,Europe/Rome,airport,OurAirports
1504,Lecce Galatina Air Base,Lecce,Italy,LCC,LIBN,40.24,18.13,156,1,E,Europe/Rome,airport,OurAirports
1505,Pescara International Airport,Pescara,Italy,PSR,LIBP,42.43,14.18,48,1,E,Europe/Rome,airport,OurAirports
1506,Brindisi ‰ÛÒ Salento Airport,Brindisi,Italy,BDS,LIBR,40.66,17.95,47,1,E,Europe/Rome,airport,OurAirports
1507,Gioia Del Colle Air Base,Gioia Del Colle,Italy,\N,LIBV,40.77,16.93,1187,1,E,Europe/Rome,airport,OurAirports
1508,Lamezia Terme Airport,Lamezia,Italy,SUF,LICA,38.91,16.24,39,1,E,Europe/Rome,airport,OurAirports
1509,Catania-Fontanarossa Airport,Catania,Italy,CTA,LICC,37.47,15.07,39,1,E,Europe/Rome,airport,OurAirports
1510,Lampedusa Airport,Lampedusa,Italy,LMP,LICD,35.50,12.62,70,1,E,Europe/Rome,airport,OurAirports
1511,Pantelleria Airport,Pantelleria,Italy,PNL,LICG,36.82,11.97,628,1,E,Europe/Rome,airport,OurAirports
1512,Falcone‰ÛÒBorsellino Airport,Palermo,Italy,PMO,LICJ,38.18,13.09,65,1,E,Europe/Rome,airport,OurAirports
1513,Palermo-Boccadifalco Airport,Palermo,Italy,\N,LICP,38.11,13.31,345,1,E,Europe/Rome,airport,OurAirports
1514,Reggio Calabria Airport,Reggio Calabria,Italy,REG,LICR,38.07,15.65,96,1,E,Europe/Rome,airport,OurAirports
1515,Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,TPS,LICT,37.91,12.49,25,1,E,Europe/Rome,airport,OurAirports
1516,Sigonella Navy Air Base,Sigonella,Italy,NSY,LICZ,37.40,14.92,79,1,E,Europe/Rome,airport,OurAirports
1517,Alghero-Fertilia Airport,Alghero,Italy,AHO,LIEA,40.63,8.29,87,1,E,Europe/Rome,airport,OurAirports
1518,Decimomannu Air Base,Decimomannu,Italy,DCI,LIED,39.35,8.97,100,1,E,Europe/Rome,airport,OurAirports
1519,Cagliari Elmas Airport,Cagliari,Italy,CAG,LIEE,39.25,9.05,13,1,E,Europe/Rome,airport,OurAirports
1520,Olbia Costa Smeralda Airport,Olbia,Italy,OLB,LIEO,40.90,9.52,37,1,E,Europe/Rome,airport,OurAirports
1521,TortolÌÂ Airport,Tortoli,Italy,TTB,LIET,39.92,9.68,23,1,E,Europe/Rome,airport,OurAirports
1522,Torino-Aeritalia Airport,Turin,Italy,\N,LIMA,45.09,7.60,943,1,E,Europe/Rome,airport,OurAirports
1523,Milano-Bresso Airfield,Milano,Italy,\N,LIMB,45.54,9.20,484,1,E,Europe/Rome,airport,OurAirports
1524,Malpensa International Airport,Milano,Italy,MXP,LIMC,45.63,8.73,768,1,E,Europe/Rome,airport,OurAirports
1525,Il Caravaggio International Airport,Bergamo,Italy,BGY,LIME,45.67,9.70,782,1,E,Europe/Rome,airport,OurAirports
1526,Turin Airport,Torino,Italy,TRN,LIMF,45.20,7.65,989,1,E,Europe/Rome,airport,OurAirports
1527,Villanova D'Albenga International Airport,Albenga,Italy,ALL,LIMG,44.05,8.13,148,1,E,Europe/Rome,airport,OurAirports
1528,Genoa Cristoforo Colombo Airport,Genoa,Italy,GOA,LIMJ,44.41,8.84,13,1,E,Europe/Rome,airport,OurAirports
1529,Milano Linate Airport,Milan,Italy,LIN,LIML,45.45,9.28,353,1,E,Europe/Rome,airport,OurAirports
1530,Cameri Air Base [MIL],Cameri,Italy,\N,LIMN,45.53,8.67,586,1,E,Europe/Rome,airport,OurAirports
1531,Parma Airport,Parma,Italy,PMF,LIMP,44.82,10.30,161,1,E,Europe/Rome,airport,OurAirports
1532,Piacenza San Damiano Air Base,Piacenza,Italy,\N,LIMS,44.91,9.72,456,1,E,Europe/Rome,airport,OurAirports
1534,Cuneo International Airport,Cuneo,Italy,CUF,LIMZ,44.55,7.62,1267,1,E,Europe/Rome,airport,OurAirports
1535,Aviano Air Base,Aviano,Italy,AVB,LIPA,46.03,12.60,410,1,E,Europe/Rome,airport,OurAirports
1536,Bolzano Airport,Bolzano,Italy,BZO,LIPB,46.46,11.33,789,1,E,Europe/Rome,airport,OurAirports
1537,Cervia Air Base,Cervia,Italy,\N,LIPC,44.22,12.31,18,1,E,Europe/Rome,airport,OurAirports
1538,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.54,11.29,123,1,E,Europe/Rome,airport,OurAirports
1539,Treviso-Sant'Angelo Airport,Treviso,Italy,TSF,LIPH,45.65,12.19,59,1,E,Europe/Rome,airport,OurAirports
1540,Rivolto Air Base,Rivolto,Italy,\N,LIPI,45.98,13.05,179,1,E,Europe/Rome,airport,OurAirports
1541,ForlÌÂ Airport,Forli,Italy,FRL,LIPK,44.19,12.07,97,1,E,Europe/Rome,airport,OurAirports
1542,Ghedi Air Base,Ghedi,Italy,\N,LIPL,45.43,10.27,333,1,E,Europe/Rome,airport,OurAirports
1543,Verona-Boscomantico Airport,Verona,Italy,\N,LIPN,45.47,10.93,286,1,E,Europe/Rome,airport,OurAirports
1544,Brescia Airport,Brescia,Italy,VBS,LIPO,45.43,10.33,355,1,E,Europe/Rome,airport,OurAirports
1545,Trieste‰ÛÒFriuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS,LIPQ,45.83,13.47,39,1,E,Europe/Rome,airport,OurAirports
1546,Federico Fellini International Airport,Rimini,Italy,RMI,LIPR,44.02,12.61,40,1,E,Europe/Rome,airport,OurAirports
1547,Istrana Air Base,Treviso,Italy,\N,LIPS,45.68,12.08,137,1,E,Europe/Rome,airport,OurAirports
1548,Vicenza Airport,Vicenza,Italy,VIC,LIPT,45.57,11.53,128,1,E,Europe/Rome,airport,OurAirports
1549,Padova Airport,Padova,Italy,QPA,LIPU,45.40,11.85,44,1,E,Europe/Rome,airport,OurAirports
1550,Verona Villafranca Airport,Villafranca,Italy,VRN,LIPX,45.40,10.89,239,1,E,Europe/Rome,airport,OurAirports
1551,Venice Marco Polo Airport,Venice,Italy,VCE,LIPZ,45.51,12.35,7,1,E,Europe/Rome,airport,OurAirports
1552,Siena-Ampugnano Airport,Siena,Italy,SAY,LIQS,43.26,11.26,634,1,E,Europe/Rome,airport,OurAirports
1553,Ciampino‰ÛÒG. B. Pastine International Airport,Rome,Italy,CIA,LIRA,41.80,12.59,427,1,E,Europe/Rome,airport,OurAirports
1554,Pratica Di Mare Air Base,Pratica Di Mare,Italy,\N,LIRE,41.65,12.45,41,1,E,Europe/Rome,airport,OurAirports
1555,Leonardo da Vinci‰ÛÒFiumicino Airport,Rome,Italy,FCO,LIRF,41.80,12.24,13,1,E,Europe/Rome,airport,OurAirports
1556,Guidonia Air Base,Guidonia,Italy,\N,LIRG,41.99,12.74,289,1,E,Europe/Rome,airport,OurAirports
1558,Marina Di Campo Airport,Marina Di Campo,Italy,EBA,LIRJ,42.76,10.24,31,1,E,Europe/Rome,airport,OurAirports
1559,Latina Air Base,Latina,Italy,QLT,LIRL,41.54,12.91,94,1,E,Europe/Rome,airport,OurAirports
1560,Grazzanise Air Base,Grazzanise,Italy,\N,LIRM,41.06,14.08,29,1,E,Europe/Rome,airport,OurAirports
1561,Naples International Airport,Naples,Italy,NAP,LIRN,40.89,14.29,294,1,E,Europe/Rome,airport,OurAirports
1562,Pisa International Airport,Pisa,Italy,PSA,LIRP,43.68,10.39,6,1,E,Europe/Rome,airport,OurAirports
1563,Peretola Airport,Florence,Italy,FLR,LIRQ,43.81,11.21,142,1,E,Europe/Rome,airport,OurAirports
1564,Grosseto Air Base,Grosseto,Italy,GRS,LIRS,42.76,11.07,17,1,E,Europe/Rome,airport,OurAirports
1565,Urbe Airport,Rome,Italy,\N,LIRU,41.95,12.50,55,1,E,Europe/Rome,airport,OurAirports
1566,Viterbo Airport,Viterbo,Italy,\N,LIRV,42.43,12.06,992,1,E,Europe/Rome,airport,OurAirports
1567,Perugia San Francesco d'Assisi ‰ÛÒ Umbria International Airport,Perugia,Italy,PEG,LIRZ,43.10,12.51,697,1,E,Europe/Rome,airport,OurAirports
1568,Cerklje Airport,Cerklje,Slovenia,\N,LJCE,45.90,15.53,510,1,E,Europe/Ljubljana,airport,OurAirports
1569,Ljubljana Jo?e Pu€nik Airport,Ljubljana,Slovenia,LJU,LJLJ,46.22,14.46,1273,1,E,Europe/Ljubljana,airport,OurAirports
1570,Maribor Airport,Maribor,Slovenia,MBX,LJMB,46.48,15.69,876,1,E,Europe/Ljubljana,airport,OurAirports
1571,Portoroz Airport,Portoroz,Slovenia,POW,LJPZ,45.47,13.61,7,1,E,Europe/Ljubljana,airport,OurAirports
1572,Slovenj Gradec Airport,Slovenj Gradec,Slovenia,\N,LJSG,46.47,15.12,1645,1,E,Europe/Ljubljana,airport,OurAirports
1573,€ÎeskÌ© Bud€Ýjovice Airport,Ceske Budejovice,Czech Republic,\N,LKCS,48.95,14.43,1417,1,E,Europe/Prague,airport,OurAirports
1574,€ÎÌÁslav Air Base,Caslav,Czech Republic,\N,LKCV,49.94,15.38,794,1,E,Europe/Prague,airport,OurAirports
1575,Hradec KrÌÁlovÌ© Airport,Hradec Kralove,Czech Republic,\N,LKHK,50.25,15.85,791,1,E,Europe/Prague,airport,OurAirports
1576,Hoªovice Airport,Horovice,Czech Republic,\N,LKHV,49.85,13.89,1214,1,E,Europe/Prague,airport,OurAirports
1577,Kbely Air Base,Praha,Czech Republic,\N,LKKB,50.12,14.54,939,1,E,Europe/Prague,airport,OurAirports
1578,Kunovice Airport,Kunovice,Czech Republic,UHE,LKKU,49.03,17.44,581,1,E,Europe/Prague,airport,OurAirports
1579,Karlovy Vary International Airport,Karlovy Vary,Czech Republic,KLV,LKKV,50.20,12.91,1989,1,E,Europe/Prague,airport,OurAirports
1580,Plzeö-LÌ?n€Ý Airport,Line,Czech Republic,\N,LKLN,49.68,13.27,1188,1,E,Europe/Prague,airport,OurAirports
1581,Mnichovo HradiÁt€Ý Airport,Mnichovo Hradiste,Czech Republic,\N,LKMH,50.54,15.01,800,1,E,Europe/Prague,airport,OurAirports
1582,Ostrava Leos JanÌÁ€ek Airport,Ostrava,Czech Republic,OSR,LKMT,49.70,18.11,844,1,E,Europe/Prague,airport,OurAirports
1583,NÌÁm€ÝÁ´ Air Base,Namest,Czech Republic,\N,LKNA,49.17,16.12,1548,1,E,Europe/Prague,airport,OurAirports
1584,Pardubice Airport,Pardubice,Czech Republic,PED,LKPD,50.01,15.74,741,1,E,Europe/Prague,airport,OurAirports
1585,Pribram Airport,Pribram,Czech Republic,\N,LKPM,49.72,14.10,1529,1,E,Europe/Prague,airport,OurAirports
1586,Pªerov Air Base,Prerov,Czech Republic,PRV,LKPO,49.43,17.40,676,1,E,Europe/Prague,airport,OurAirports
1587,VÌÁclav Havel Airport Prague,Prague,Czech Republic,PRG,LKPR,50.10,14.26,1247,1,E,Europe/Prague,airport,OurAirports
1588,Brno-Tuªany Airport,Brno,Czech Republic,BRQ,LKTB,49.15,16.69,778,1,E,Europe/Prague,airport,OurAirports
1589,Vodochody Airport,Vodochody,Czech Republic,VOD,LKVO,50.22,14.40,919,1,E,Europe/Prague,airport,OurAirports
1590,Ben Gurion International Airport,Tel-aviv,Israel,TLV,LLBG,32.01,34.89,135,2,E,Asia/Jerusalem,airport,OurAirports
1591,Beersheba (Teyman) Airport,Beer-sheba,Israel,BEV,LLBS,31.29,34.72,656,2,E,Asia/Jerusalem,airport,OurAirports
1592,Tel Nof Air Base,Tel-nof,Israel,\N,LLEK,31.84,34.82,193,2,E,Asia/Jerusalem,airport,OurAirports
1593,Ein Shemer Airfield,Eyn-shemer,Israel,\N,LLES,32.44,35.01,95,2,E,Asia/Jerusalem,airport,OurAirports
1594,Eilat Airport,Elat,Israel,ETH,LLET,29.56,34.96,42,2,E,Asia/Jerusalem,airport,OurAirports
1595,Ein Yahav Airfield,Eyn-yahav,Israel,EIY,LLEY,30.62,35.20,-164,2,E,Asia/Jerusalem,airport,OurAirports
1596,Haifa International Airport,Haifa,Israel,HFA,LLHA,32.81,35.04,28,2,E,Asia/Jerusalem,airport,OurAirports
1597,Hatzor Air Base,Haztor,Israel,\N,LLHS,31.76,34.73,148,2,E,Asia/Jerusalem,airport,OurAirports
1598,Ben Ya'akov Airport,Rosh Pina,Israel,RPN,LLIB,32.98,35.57,922,2,E,Asia/Jerusalem,airport,OurAirports
1599,Megiddo Airport,Megido Airstrip,Israel,\N,LLMG,32.60,35.23,200,2,E,Asia/Jerusalem,airport,OurAirports
1600,Bar Yehuda Airfield,Metzada,Israel,MTZ,LLMZ,31.33,35.39,-1266,2,E,Asia/Jerusalem,airport,OurAirports
1601,Nevatim Air Base,Nevatim,Israel,VTM,LLNV,31.21,35.01,1330,2,E,Asia/Jerusalem,airport,OurAirports
1602,Ovda International Airport,Ovda,Israel,VDA,LLOV,29.94,34.94,1492,2,E,Asia/Jerusalem,airport,OurAirports
1603,Ramat David Air Base,Ramat David,Israel,\N,LLRD,32.67,35.18,185,2,E,Asia/Jerusalem,airport,OurAirports
1604,Ramon Air Base,Ramon,Israel,MIP,LLRM,30.78,34.67,2126,2,E,Asia/Jerusalem,airport,OurAirports
1605,Sde Dov Airport,Tel-aviv,Israel,SDV,LLSD,32.11,34.78,43,2,E,Asia/Jerusalem,airport,OurAirports
1606,Malta International Airport,Malta,Malta,MLA,LMML,35.86,14.48,300,1,E,Europe/Malta,airport,OurAirports
1607,Wiener Neustadt East Airport,Wiener Neustadt Ost,Austria,\N,LOAN,47.84,16.26,896,1,E,Europe/Vienna,airport,OurAirports
1608,Wels Airport,Wels,Austria,\N,LOLW,48.18,14.04,1043,1,E,Europe/Vienna,airport,OurAirports
1609,Graz Airport,Graz,Austria,GRZ,LOWG,46.99,15.44,1115,1,E,Europe/Vienna,airport,OurAirports
1610,Innsbruck Airport,Innsbruck,Austria,INN,LOWI,47.26,11.34,1907,1,E,Europe/Vienna,airport,OurAirports
1611,Linz HÌ¦rsching Airport,Linz,Austria,LNZ,LOWL,48.23,14.19,980,1,E,Europe/Vienna,airport,OurAirports
1612,Salzburg Airport,Salzburg,Austria,SZG,LOWS,47.79,13.00,1411,1,E,Europe/Vienna,airport,OurAirports
1613,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11,16.57,600,1,E,Europe/Vienna,airport,OurAirports
1615,Hinterstoisser Air Base,Zeltweg,Austria,\N,LOXZ,47.20,14.74,2264,1,E,Europe/Vienna,airport,OurAirports
1616,Alverca Air Base,Alverca,Portugal,AVR,LPAR,38.88,-9.03,11,0,E,Europe/Lisbon,airport,OurAirports
1617,Santa Maria Airport,Santa Maria (island),Portugal,SMA,LPAZ,36.97,-25.17,308,-1,E,Atlantic/Azores,airport,OurAirports
1618,BraganÌ¤a Airport,Braganca,Portugal,BGC,LPBG,41.86,-6.71,2241,0,E,Europe/Lisbon,airport,OurAirports
1619,Beja Airport / Airbase,Beja (madeira),Portugal,BYJ,LPBJ,38.08,-7.93,636,0,E,Europe/Lisbon,airport,OurAirports
1620,Braga Municipal Aerodrome,Braga,Portugal,BGZ,LPBR,41.59,-8.45,247,0,E,Europe/Lisbon,airport,OurAirports
1621,Aerodromo Municipal de Coimbra,Coimba,Portugal,\N,LPCO,40.16,-8.47,587,0,E,Europe/Lisbon,airport,OurAirports
1622,Cascais Airport,Cascais,Portugal,CAT,LPCS,38.72,-9.36,325,0,E,Europe/Lisbon,airport,OurAirports
1623,Coimbra Hospital CovÌµes Heliport,Covilha,Portugal,\N,LPCV,40.19,-8.46,265,0,E,Europe/Lisbon,airport,OurAirports
1624,Ìävora Airport,Evora,Portugal,\N,LPEV,38.53,-7.89,807,0,E,Europe/Lisbon,airport,OurAirports
1625,Flores Airport,Flores,Portugal,FLW,LPFL,39.46,-31.13,112,-1,E,Atlantic/Azores,airport,OurAirports
1626,Faro Airport,Faro,Portugal,FAO,LPFR,37.01,-7.97,24,0,E,Europe/Lisbon,airport,OurAirports
1627,Graciosa Airport,Graciosa Island,Portugal,GRW,LPGR,39.09,-28.03,86,-1,E,Atlantic/Azores,airport,OurAirports
1628,Horta Airport,Horta,Portugal,HOR,LPHR,38.52,-28.72,118,-1,E,Atlantic/Azores,airport,OurAirports
1629,Lajes Airport,Lajes (terceira Island),Portugal,TER,LPLA,38.76,-27.09,180,-1,E,Atlantic/Azores,airport,OurAirports
1630,Monte Real Air Base,Monte Real,Portugal,QLR,LPMR,39.83,-8.89,187,0,E,Europe/Lisbon,airport,OurAirports
1631,Montijo Air Base,Montijo,Portugal,\N,LPMT,38.70,-9.04,46,0,E,Europe/Lisbon,airport,OurAirports
1632,Ovar Air Base,Ovar,Portugal,\N,LPOV,40.92,-8.65,56,0,E,Europe/Lisbon,airport,OurAirports
1633,JoÌ£o Paulo II Airport,Ponta Delgada,Portugal,PDL,LPPD,37.74,-25.70,259,-1,E,Atlantic/Azores,airport,OurAirports
1634,Pico Airport,Pico,Portugal,PIX,LPPI,38.55,-28.44,109,-1,E,Atlantic/Azores,airport,OurAirports
1635,PortimÌ£o Airport,Portimao,Portugal,PRM,LPPM,37.15,-8.58,5,0,E,Europe/Lisbon,airport,OurAirports
1636,Francisco de SÌÁ Carneiro Airport,Porto,Portugal,OPO,LPPR,41.25,-8.68,228,0,E,Europe/Lisbon,airport,OurAirports
1637,Porto Santo Airport,Porto Santo,Portugal,PXO,LPPS,33.07,-16.35,341,0,E,Europe/Lisbon,airport,OurAirports
1638,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,LPPT,38.78,-9.14,374,0,E,Europe/Lisbon,airport,OurAirports
1639,SÌ£o Jorge Airport,Sao Jorge Island,Portugal,SJZ,LPSJ,38.67,-28.18,311,-1,E,Atlantic/Azores,airport,OurAirports
1640,Sintra Air Base,Sintra,Portugal,\N,LPST,38.83,-9.34,440,0,E,Europe/Lisbon,airport,OurAirports
1641,Tancos Airbase,Tancos,Portugal,\N,LPTN,39.48,-8.36,266,0,E,Europe/Lisbon,airport,OurAirports
1642,Vila Real Airport,Vila Real,Portugal,VRL,LPVR,41.27,-7.72,1805,0,E,Europe/Lisbon,airport,OurAirports
1643,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,VSE,LPVZ,40.73,-7.89,2060,0,E,Europe/Lisbon,airport,OurAirports
1645,Mostar International Airport,Mostar,Bosnia and Herzegovina,OMO,LQMO,43.28,17.85,156,1,E,Europe/Sarajevo,airport,OurAirports
1646,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,SJJ,LQSA,43.82,18.33,1708,1,E,Europe/Sarajevo,airport,OurAirports
1647,Arad International Airport,Arad,Romania,ARW,LRAR,46.18,21.26,352,2,E,Europe/Bucharest,airport,OurAirports
1648,Bac€Äu Airport,Bacau,Romania,BCM,LRBC,46.52,26.91,607,2,E,Europe/Bucharest,airport,OurAirports
1649,Tautii Magheraus Airport,Baia Mare,Romania,BAY,LRBM,47.66,23.47,605,2,E,Europe/Bucharest,airport,OurAirports
1650,B€Äneasa International Airport,Bucharest,Romania,BBU,LRBS,44.50,26.10,297,2,E,Europe/Bucharest,airport,OurAirports
1651,Mihail Kog€Älniceanu International Airport,Constanta,Romania,CND,LRCK,44.36,28.49,353,2,E,Europe/Bucharest,airport,OurAirports
1652,Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,LRCL,46.79,23.69,1036,2,E,Europe/Bucharest,airport,OurAirports
1653,CaransebeÙ Airport,Caransebes,Romania,CSB,LRCS,45.42,22.25,866,2,E,Europe/Bucharest,airport,OurAirports
1654,Craiova Airport,Craiova,Romania,CRA,LRCV,44.32,23.89,626,2,E,Europe/Bucharest,airport,OurAirports
1655,IaÙi Airport,Iasi,Romania,IAS,LRIA,47.18,27.62,397,2,E,Europe/Bucharest,airport,OurAirports
1656,Oradea International Airport,Oradea,Romania,OMR,LROD,47.03,21.90,465,2,E,Europe/Bucharest,airport,OurAirports
1657,Henri Coand€Ä International Airport,Bucharest,Romania,OTP,LROP,44.57,26.09,314,2,E,Europe/Bucharest,airport,OurAirports
1658,Sibiu International Airport,Sibiu,Romania,SBZ,LRSB,45.79,24.09,1496,2,E,Europe/Bucharest,airport,OurAirports
1659,Satu Mare Airport,Satu Mare,Romania,SUJ,LRSM,47.70,22.89,405,2,E,Europe/Bucharest,airport,OurAirports
1660,Suceava Stefan cel Mare Airport,Suceava,Romania,SCV,LRSV,47.69,26.35,1375,2,E,Europe/Bucharest,airport,OurAirports
1661,Tulcea Airport,Tulcea,Romania,TCE,LRTC,45.06,28.71,200,2,E,Europe/Bucharest,airport,OurAirports
1662,Transilvania TÌ¢rgu MureÙ International Airport,Tirgu Mures,Romania,TGM,LRTM,46.47,24.41,963,2,E,Europe/Bucharest,airport,OurAirports
1663,TimiÙoara Traian Vuia Airport,Timisoara,Romania,TSR,LRTR,45.81,21.34,348,2,E,Europe/Bucharest,airport,OurAirports
1664,Les Eplatures Airport,Les Eplatures,Switzerland,\N,LSGC,47.08,6.79,3368,1,E,Europe/Zurich,airport,OurAirports
1665,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.24,6.11,1411,1,E,Europe/Paris,airport,OurAirports
1666,Saanen Airport,Saanen,Switzerland,\N,LSGK,46.49,7.25,3307,1,E,Europe/Zurich,airport,OurAirports
1667,Sion Airport,Sion,Switzerland,SIR,LSGS,46.22,7.33,1585,1,E,Europe/Zurich,airport,OurAirports
1668,Alpnach Air Base,Alpnach,Switzerland,\N,LSMA,46.94,8.28,1460,1,E,Europe/Zurich,airport,OurAirports
1669,DÌ?bendorf Air Base,Dubendorf,Switzerland,\N,LSMD,47.40,8.65,1470,1,E,Europe/Zurich,airport,OurAirports
1670,Emmen Air Base,Emmen,Switzerland,EML,LSME,47.09,8.31,1400,1,E,Europe/Zurich,airport,OurAirports
1671,Mollis Airport,Mollis,Switzerland,\N,LSMF,47.08,9.06,1485,1,E,Europe/Zurich,airport,OurAirports
1672,Meiringen Airport,Meiringen,Switzerland,\N,LSMM,46.74,8.11,1895,1,E,Europe/Zurich,airport,OurAirports
1673,Payerne Air Base,Payerne,Switzerland,\N,LSMP,46.84,6.92,1465,1,E,Europe/Zurich,airport,OurAirports
1675,Lugano Airport,Lugano,Switzerland,LUG,LSZA,46.00,8.91,915,1,E,Europe/Zurich,airport,OurAirports
1676,Bern Belp Airport,Bern,Switzerland,BRN,LSZB,46.91,7.50,1674,1,E,Europe/Zurich,airport,OurAirports
1677,Grenchen Airport,Grenchen,Switzerland,ZHI,LSZG,47.18,7.42,1411,1,E,Europe/Zurich,airport,OurAirports
1678,ZÌ?rich Airport,Zurich,Switzerland,ZRH,LSZH,47.46,8.55,1416,1,E,Europe/Zurich,airport,OurAirports
1679,St Gallen Altenrhein Airport,Altenrhein,Switzerland,ACH,LSZR,47.49,9.56,1306,1,E,Europe/Zurich,airport,OurAirports
1680,Samedan Airport,Samedan,Switzerland,SMV,LSZS,46.53,9.88,5600,1,E,Europe/Zurich,airport,OurAirports
1681,GÌ?vercinlik Airport,Ankara,Turkey,\N,LTAB,39.94,32.74,2687,2,E,Europe/Istanbul,airport,OurAirports
1682,Esenbo€Ùa International Airport,Ankara,Turkey,ESB,LTAC,40.13,33.00,3125,3,E,Europe/Istanbul,airport,OurAirports
1683,Etimesgut Air Base,Ankara,Turkey,ANK,LTAD,39.95,32.69,2653,3,E,Europe/Istanbul,airport,OurAirports
1684,Ak€±nc€± Air Base,Ankara,Turkey,\N,LTAE,40.08,32.57,2767,3,E,Europe/Istanbul,airport,OurAirports
1685,Adana Airport,Adana,Turkey,ADA,LTAF,36.98,35.28,65,3,E,Europe/Istanbul,airport,OurAirports
1686,€¡ncirlik Air Base,Adana,Turkey,UAB,LTAG,37.00,35.43,238,3,E,Europe/Istanbul,airport,OurAirports
1687,Afyon Airport,Afyon,Turkey,AFY,LTAH,38.73,30.60,3310,3,E,Europe/Istanbul,airport,OurAirports
1688,Antalya International Airport,Antalya,Turkey,AYT,LTAI,36.90,30.80,177,3,E,Europe/Istanbul,airport,OurAirports
1689,Gaziantep International Airport,Gaziantep,Turkey,GZT,LTAJ,36.95,37.48,2315,3,E,Europe/Istanbul,airport,OurAirports
1690,€¡skenderun Airport,Iskenderun,Turkey,\N,LTAK,36.57,36.15,25,3,E,Europe/Istanbul,airport,OurAirports
1691,Konya Airport,Konya,Turkey,KYA,LTAN,37.98,32.56,3392,3,E,Europe/Istanbul,airport,OurAirports
1692,Malatya Tulga Airport,Malatya,Turkey,\N,LTAO,38.35,38.25,3016,3,E,Europe/Istanbul,airport,OurAirports
1693,Amasya Merzifon Airport,Merzifon,Turkey,MZH,LTAP,40.83,35.52,1758,3,E,Europe/Istanbul,airport,OurAirports
1694,Sivas Nuri Demira€Ù Airport,Sivas,Turkey,VAS,LTAR,39.81,36.90,5239,3,E,Europe/Istanbul,airport,OurAirports
1695,Malatya ErhaÌ¤ Airport,Malatya,Turkey,MLX,LTAT,38.44,38.09,2828,3,E,Europe/Istanbul,airport,OurAirports
1696,Kayseri Erkilet Airport,Kayseri,Turkey,ASR,LTAU,38.77,35.50,3463,3,E,Europe/Istanbul,airport,OurAirports
1697,Sivrihisar Airport,Sivrihisar,Turkey,\N,LTAV,39.45,31.37,3185,3,E,Europe/Istanbul,airport,OurAirports
1698,Tokat Airport,Tokat,Turkey,TJK,LTAW,40.31,36.37,1831,3,E,Europe/Istanbul,airport,OurAirports
1699,Ìàardak Airport,Denizli,Turkey,DNZ,LTAY,37.79,29.70,2795,3,E,Europe/Istanbul,airport,OurAirports
1701,AtatÌ?rk International Airport,Istanbul,Turkey,ISL,LTBA,40.98,28.81,163,3,E,Europe/Istanbul,airport,OurAirports
1702,Bal€±kesir Merkez Airport,Balikesir,Turkey,BZI,LTBF,39.62,27.93,340,3,E,Europe/Istanbul,airport,OurAirports
1703,Band€±rma Airport,Bandirma,Turkey,BDM,LTBG,40.32,27.98,170,3,E,Europe/Istanbul,airport,OurAirports
1705,EskiÙehir Air Base,Eskisehir,Turkey,ESK,LTBI,39.78,30.58,2581,3,E,Europe/Istanbul,airport,OurAirports
1706,Adnan Menderes International Airport,Izmir,Turkey,ADB,LTBJ,38.29,27.16,412,3,E,Europe/Istanbul,airport,OurAirports
1707,Gaziemir Airport,Izmir,Turkey,\N,LTBK,38.32,27.16,433,3,E,Europe/Istanbul,airport,OurAirports
1708,Ìài€Ùli Airport,Izmir,Turkey,IGL,LTBL,38.51,27.01,16,3,E,Europe/Istanbul,airport,OurAirports
1709,Isparta Airport,Isparta,Turkey,\N,LTBM,37.79,30.59,3250,3,E,Europe/Istanbul,airport,OurAirports
1710,KÌ?tahya Airport,Kutahya,Turkey,\N,LTBN,39.43,30.02,3026,3,E,Europe/Istanbul,airport,OurAirports
1712,Yalova Airport,Yalova,Turkey,\N,LTBP,40.68,29.38,6,3,E,Europe/Istanbul,airport,OurAirports
1713,Cengiz Topel Airport,Topel,Turkey,KCO,LTBQ,40.74,30.08,182,3,E,Europe/Istanbul,airport,OurAirports
1715,Dalaman International Airport,Dalaman,Turkey,DLM,LTBS,36.71,28.79,20,3,E,Europe/Istanbul,airport,OurAirports
